country,country_code_2_digit,country_code_3_digit,reported_date,population,hospital_occupancy_count,ICU_occupancy_count,source
United Kingdom,UK,GBR,2020-06-23,66647112,3846.0,,Country_Website
Belgium,BE,BEL,2020-06-22,11455519,293.0,42.0,Country_Website
Bulgaria,BG,BGR,2020-06-22,7000039,322.0,13.0,External_Github
Croatia,HR,HRV,2020-06-22,4076246,9.0,,Country_Website
Czechia,CZ,CZE,2020-06-22,10649800,75.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-22,5806081,37.0,7.0,Country_Website
Estonia,EE,EST,2020-06-22,1324820,6.0,1.0,Country_API
Finland,FI,FIN,2020-06-22,5517919,21.0,2.0,External_Github
France,FR,FRA,2020-06-22,67012883,9648.0,673.0,Country_Website
Iceland,IS,ISL,2020-06-22,356991,0.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-22,4904240,43.0,16.0,Country_Website
Italy,IT,ITA,2020-06-22,60359546,2165.0,127.0,Country_Github
Latvia,LV,LVA,2020-06-22,1919968,9.0,,Surveillance
Luxembourg,LU,LUX,2020-06-22,613894,15.0,1.0,Country_Website
Malta,MT,MLT,2020-06-22,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-06-22,17282163,,67.0,Other Website
Norway,NO,NOR,2020-06-22,5328212,13.0,,Country_API
Poland,PL,POL,2020-06-22,37972812,1899.0,,Surveillance
Portugal,PT,PRT,2020-06-22,10276617,424.0,72.0,Country_Website
Romania,RO,ROU,2020-06-22,19414458,,195.0,Country_Website
Slovakia,SK,SVK,2020-06-22,5450421,19.0,,JRC
Slovenia,SI,SVN,2020-06-22,2080908,6.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-22,66647112,3965.0,,Country_Website
Belgium,BE,BEL,2020-06-21,11455519,295.0,50.0,Country_Website
Bulgaria,BG,BGR,2020-06-21,7000039,322.0,13.0,External_Github
Croatia,HR,HRV,2020-06-21,4076246,9.0,,Country_Website
Czechia,CZ,CZE,2020-06-21,10649800,74.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-21,5806081,38.0,6.0,Country_Website
Estonia,EE,EST,2020-06-21,1324820,6.0,1.0,Country_API
France,FR,FRA,2020-06-21,67012883,9778.0,687.0,Country_Website
Hungary,HU,HUN,2020-06-21,9772756,185.0,15.0,JRC
Iceland,IS,ISL,2020-06-21,356991,0.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-21,4904240,41.0,16.0,Country_Website
Italy,IT,ITA,2020-06-21,60359546,2462.0,148.0,Country_Github
Latvia,LV,LVA,2020-06-21,1919968,9.0,,Surveillance
Luxembourg,LU,LUX,2020-06-21,613894,16.0,2.0,Country_Website
Malta,MT,MLT,2020-06-21,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-06-21,17282163,,65.0,Other Website
Poland,PL,POL,2020-06-21,37972812,1877.0,,Surveillance
Portugal,PT,PRT,2020-06-21,10276617,407.0,69.0,Country_Website
Romania,RO,ROU,2020-06-21,19414458,,195.0,Country_Website
Slovakia,SK,SVK,2020-06-21,5450421,19.0,,JRC
Slovenia,SI,SVN,2020-06-21,2080908,6.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-21,66647112,3902.0,,Country_Website
Belgium,BE,BEL,2020-06-20,11455519,292.0,53.0,Country_Website
Bulgaria,BG,BGR,2020-06-20,7000039,314.0,17.0,External_Github
Croatia,HR,HRV,2020-06-20,4076246,8.0,,Country_Website
Czechia,CZ,CZE,2020-06-20,10649800,80.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-20,5806081,39.0,6.0,Country_Website
Estonia,EE,EST,2020-06-20,1324820,8.0,1.0,Country_API
France,FR,FRA,2020-06-20,67012883,9792.0,687.0,Country_Website
Hungary,HU,HUN,2020-06-20,9772756,186.0,15.0,JRC
Iceland,IS,ISL,2020-06-20,356991,4.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-20,4904240,41.0,17.0,Country_Website
Italy,IT,ITA,2020-06-20,60359546,2626.0,152.0,Country_Github
Latvia,LV,LVA,2020-06-20,1919968,9.0,,Surveillance
Luxembourg,LU,LUX,2020-06-20,613894,13.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-20,17282163,,69.0,Other Website
Poland,PL,POL,2020-06-20,37972812,1931.0,,Surveillance
Portugal,PT,PRT,2020-06-20,10276617,422.0,70.0,Country_Website
Romania,RO,ROU,2020-06-20,19414458,,190.0,Country_Website
Slovakia,SK,SVK,2020-06-20,5450421,20.0,,JRC
Slovenia,SI,SVN,2020-06-20,2080908,6.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-20,66647112,3930.0,,Country_Website
Belgium,BE,BEL,2020-06-19,11455519,308.0,50.0,Country_Website
Bulgaria,BG,BGR,2020-06-19,7000039,289.0,13.0,External_Github
Croatia,HR,HRV,2020-06-19,4076246,8.0,,Country_Website
Czechia,CZ,CZE,2020-06-19,10649800,82.0,8.0,Country_Website
Denmark,DK,DNK,2020-06-19,5806081,37.0,6.0,Country_Website
Estonia,EE,EST,2020-06-19,1324820,8.0,1.0,Country_API
France,FR,FRA,2020-06-19,67012883,9925.0,699.0,Country_Website
Hungary,HU,HUN,2020-06-19,9772756,192.0,15.0,JRC
Iceland,IS,ISL,2020-06-19,356991,5.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-19,4904240,44.0,16.0,Country_Website
Italy,IT,ITA,2020-06-19,60359546,2793.0,161.0,Country_Github
Latvia,LV,LVA,2020-06-19,1919968,7.0,,Surveillance
Luxembourg,LU,LUX,2020-06-19,613894,12.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-19,17282163,,71.0,Other Website
Norway,NO,NOR,2020-06-19,5328212,17.0,,Country_API
Poland,PL,POL,2020-06-19,37972812,1886.0,,Surveillance
Portugal,PT,PRT,2020-06-19,10276617,422.0,67.0,Country_Website
Romania,RO,ROU,2020-06-19,19414458,,184.0,Country_Website
Slovakia,SK,SVK,2020-06-19,5450421,20.0,,JRC
Slovenia,SI,SVN,2020-06-19,2080908,8.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-19,66647112,4082.0,,Country_Website
Belgium,BE,BEL,2020-06-18,11455519,340.0,52.0,Country_Website
Bulgaria,BG,BGR,2020-06-18,7000039,276.0,12.0,External_Github
Croatia,HR,HRV,2020-06-18,4076246,9.0,,Country_Website
Czechia,CZ,CZE,2020-06-18,10649800,83.0,10.0,Country_Website
Denmark,DK,DNK,2020-06-18,5806081,38.0,6.0,Country_Website
Estonia,EE,EST,2020-06-18,1324820,10.0,1.0,Country_API
France,FR,FRA,2020-06-18,67012883,10080.0,724.0,Country_Website
Hungary,HU,HUN,2020-06-18,9772756,199.0,15.0,JRC
Iceland,IS,ISL,2020-06-18,356991,4.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-18,4904240,48.0,21.0,Country_Website
Italy,IT,ITA,2020-06-18,60359546,3035.0,168.0,Country_Github
Latvia,LV,LVA,2020-06-18,1919968,6.0,,Surveillance
Luxembourg,LU,LUX,2020-06-18,613894,14.0,2.0,Country_Website
Netherlands,NL,NLD,2020-06-18,17282163,,76.0,Other Website
Norway,NO,NOR,2020-06-18,5328212,19.0,,Country_API
Poland,PL,POL,2020-06-18,37972812,1849.0,,Surveillance
Portugal,PT,PRT,2020-06-18,10276617,416.0,67.0,Country_Website
Romania,RO,ROU,2020-06-18,19414458,,178.0,Country_Website
Slovakia,SK,SVK,2020-06-18,5450421,20.0,,JRC
Slovenia,SI,SVN,2020-06-18,2080908,6.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-18,66647112,4219.0,,Country_Website
Austria,AT,AUT,2020-06-17,8858775,71.0,11.0,Country_Website
Belgium,BE,BEL,2020-06-17,11455519,344.0,60.0,Country_Website
Bulgaria,BG,BGR,2020-06-17,7000039,267.0,13.0,External_Github
Croatia,HR,HRV,2020-06-17,4076246,5.0,,Country_Website
Czechia,CZ,CZE,2020-06-17,10649800,82.0,8.0,Country_Website
Denmark,DK,DNK,2020-06-17,5806081,39.0,6.0,Country_Website
Estonia,EE,EST,2020-06-17,1324820,13.0,1.0,Country_API
Finland,FI,FIN,2020-06-17,5517919,26.0,2.0,External_Github
France,FR,FRA,2020-06-17,67012883,10222.0,744.0,Country_Website
Hungary,HU,HUN,2020-06-17,9772756,210.0,16.0,JRC
Iceland,IS,ISL,2020-06-17,356991,4.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-17,4904240,60.0,21.0,Country_Website
Italy,IT,ITA,2020-06-17,60359546,3276.0,163.0,Country_Github
Latvia,LV,LVA,2020-06-17,1919968,6.0,,Surveillance
Luxembourg,LU,LUX,2020-06-17,613894,12.0,2.0,Country_Website
Malta,MT,MLT,2020-06-17,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-06-17,17282163,,83.0,Other Website
Norway,NO,NOR,2020-06-17,5328212,18.0,,Country_API
Poland,PL,POL,2020-06-17,37972812,1693.0,,Surveillance
Portugal,PT,PRT,2020-06-17,10276617,435.0,69.0,Country_Website
Romania,RO,ROU,2020-06-17,19414458,,161.0,Country_Website
Slovakia,SK,SVK,2020-06-17,5450421,18.0,,JRC
Slovenia,SI,SVN,2020-06-17,2080908,7.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-17,66647112,4348.0,,Country_Website
Austria,AT,AUT,2020-06-16,8858775,78.0,12.0,Country_Website
Belgium,BE,BEL,2020-06-16,11455519,371.0,67.0,Country_Website
Bulgaria,BG,BGR,2020-06-16,7000039,253.0,14.0,External_Github
Croatia,HR,HRV,2020-06-16,4076246,4.0,,Country_Website
Czechia,CZ,CZE,2020-06-16,10649800,78.0,8.0,Country_Website
Denmark,DK,DNK,2020-06-16,5806081,43.0,8.0,Country_Website
Estonia,EE,EST,2020-06-16,1324820,12.0,1.0,Country_API
Finland,FI,FIN,2020-06-16,5517919,22.0,2.0,External_Github
France,FR,FRA,2020-06-16,67012883,10490.0,792.0,Country_Website
Hungary,HU,HUN,2020-06-16,9772756,255.0,17.0,JRC
Iceland,IS,ISL,2020-06-16,356991,0.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-16,4904240,69.0,20.0,Country_Website
Italy,IT,ITA,2020-06-16,60359546,3478.0,177.0,Country_Github
Latvia,LV,LVA,2020-06-16,1919968,8.0,,Surveillance
Luxembourg,LU,LUX,2020-06-16,613894,15.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-16,17282163,,91.0,Other Website
Norway,NO,NOR,2020-06-16,5328212,18.0,,Country_API
Poland,PL,POL,2020-06-16,37972812,1806.0,,Surveillance
Portugal,PT,PRT,2020-06-16,10276617,423.0,71.0,Country_Website
Romania,RO,ROU,2020-06-16,19414458,,173.0,Country_Website
Slovakia,SK,SVK,2020-06-16,5450421,0.0,,JRC
Slovenia,SI,SVN,2020-06-16,2080908,7.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-16,66647112,4488.0,,Country_Website
Austria,AT,AUT,2020-06-15,8858775,79.0,15.0,Country_Website
Belgium,BE,BEL,2020-06-15,11455519,393.0,75.0,Country_Website
Bulgaria,BG,BGR,2020-06-15,7000039,244.0,15.0,External_Github
Croatia,HR,HRV,2020-06-15,4076246,7.0,,Country_Website
Czechia,CZ,CZE,2020-06-15,10649800,77.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-15,5806081,46.0,9.0,Country_Website
Estonia,EE,EST,2020-06-15,1324820,14.0,1.0,Country_API
Finland,FI,FIN,2020-06-15,5517919,22.0,3.0,External_Github
France,FR,FRA,2020-06-15,67012883,10707.0,818.0,Country_Website
Hungary,HU,HUN,2020-06-15,9772756,275.0,19.0,JRC
Iceland,IS,ISL,2020-06-15,356991,0.0,0.0,Surveillance
Ireland,IE,IRL,2020-06-15,4904240,78.0,24.0,Country_Website
Italy,IT,ITA,2020-06-15,60359546,3696.0,207.0,Country_Github
Latvia,LV,LVA,2020-06-15,1919968,7.0,,Surveillance
Luxembourg,LU,LUX,2020-06-15,613894,15.0,2.0,Country_Website
Netherlands,NL,NLD,2020-06-15,17282163,,100.0,Other Website
Norway,NO,NOR,2020-06-15,5328212,18.0,,Country_API
Poland,PL,POL,2020-06-15,37972812,1736.0,,Surveillance
Portugal,PT,PRT,2020-06-15,10276617,431.0,73.0,Country_Website
Romania,RO,ROU,2020-06-15,19414458,,175.0,Country_Website
Slovakia,SK,SVK,2020-06-15,5450421,24.0,,JRC
Slovenia,SI,SVN,2020-06-15,2080908,7.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-15,66647112,4487.0,,Country_Website
Austria,AT,AUT,2020-06-14,8858775,69.0,12.0,Country_Website
Belgium,BE,BEL,2020-06-14,11455519,400.0,85.0,Country_Website
Bulgaria,BG,BGR,2020-06-14,7000039,247.0,16.0,External_Github
Croatia,HR,HRV,2020-06-14,4076246,7.0,,Country_Website
Czechia,CZ,CZE,2020-06-14,10649800,68.0,10.0,Country_Website
Denmark,DK,DNK,2020-06-14,5806081,49.0,9.0,Country_Website
Estonia,EE,EST,2020-06-14,1324820,15.0,1.0,Country_API
Finland,FI,FIN,2020-06-14,5517919,26.0,1.0,External_Github
France,FR,FRA,2020-06-14,67012883,10836.0,841.0,Country_Website
Hungary,HU,HUN,2020-06-14,9772756,275.0,20.0,JRC
Iceland,IS,ISL,2020-06-14,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-14,4904240,81.0,27.0,Country_Website
Italy,IT,ITA,2020-06-14,60359546,3803.0,209.0,Country_Github
Latvia,LV,LVA,2020-06-14,1919968,7.0,,Surveillance
Luxembourg,LU,LUX,2020-06-14,613894,11.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-14,17282163,,101.0,Other Website
Poland,PL,POL,2020-06-14,37972812,1748.0,,Surveillance
Portugal,PT,PRT,2020-06-14,10276617,419.0,73.0,Country_Website
Romania,RO,ROU,2020-06-14,19414458,,165.0,Country_Website
Slovakia,SK,SVK,2020-06-14,5450421,24.0,,JRC
Slovenia,SI,SVN,2020-06-14,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-14,66647112,4517.0,,Country_Website
Austria,AT,AUT,2020-06-13,8858775,72.0,10.0,Country_Website
Belgium,BE,BEL,2020-06-13,11455519,395.0,82.0,Country_Website
Bulgaria,BG,BGR,2020-06-13,7000039,215.0,15.0,External_Github
Croatia,HR,HRV,2020-06-13,4076246,6.0,,Country_Website
Czechia,CZ,CZE,2020-06-13,10649800,67.0,12.0,Country_Website
Denmark,DK,DNK,2020-06-13,5806081,9.0,9.0,Country_Website
Estonia,EE,EST,2020-06-13,1324820,15.0,1.0,Country_API
Finland,FI,FIN,2020-06-13,5517919,26.0,2.0,External_Github
France,FR,FRA,2020-06-13,67012883,10864.0,843.0,Country_Website
Hungary,HU,HUN,2020-06-13,9772756,283.0,20.0,JRC
Iceland,IS,ISL,2020-06-13,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-13,4904240,76.0,,Country_Website
Italy,IT,ITA,2020-06-13,60359546,3967.0,220.0,Country_Github
Latvia,LV,LVA,2020-06-13,1919968,7.0,,Surveillance
Luxembourg,LU,LUX,2020-06-13,613894,13.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-13,17282163,,102.0,Other Website
Norway,NO,NOR,2020-06-13,5328212,18.0,,Surveillance
Poland,PL,POL,2020-06-13,37972812,1711.0,,Surveillance
Portugal,PT,PRT,2020-06-13,10276617,428.0,77.0,Country_Website
Romania,RO,ROU,2020-06-13,19414458,,171.0,Country_Website
Slovakia,SK,SVK,2020-06-13,5450421,24.0,,JRC
Slovenia,SI,SVN,2020-06-13,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-13,66647112,4518.0,,Country_Website
Austria,AT,AUT,2020-06-12,8858775,69.0,9.0,Country_Website
Belgium,BE,BEL,2020-06-12,11455519,425.0,88.0,Country_Website
Bulgaria,BG,BGR,2020-06-12,7000039,204.0,15.0,External_Github
Croatia,HR,HRV,2020-06-12,4076246,6.0,,Country_Website
Czechia,CZ,CZE,2020-06-12,10649800,68.0,11.0,Country_Website
Denmark,DK,DNK,2020-06-12,5806081,12.0,12.0,Country_Website
Estonia,EE,EST,2020-06-12,1324820,15.0,0.0,Country_API
Finland,FI,FIN,2020-06-12,5517919,23.0,3.0,External_Github
France,FR,FRA,2020-06-12,67012883,11079.0,851.0,Country_Website
Hungary,HU,HUN,2020-06-12,9772756,290.0,20.0,JRC
Iceland,IS,ISL,2020-06-12,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-12,4904240,79.0,27.0,Country_Website
Italy,IT,ITA,2020-06-12,60359546,4120.0,227.0,Country_Github
Latvia,LV,LVA,2020-06-12,1919968,10.0,,Surveillance
Luxembourg,LU,LUX,2020-06-12,613894,16.0,0.0,Country_Website
Malta,MT,MLT,2020-06-12,493559,,2.0,Surveillance
Netherlands,NL,NLD,2020-06-12,17282163,,104.0,Other Website
Norway,NO,NOR,2020-06-12,5328212,16.0,,Country_API
Poland,PL,POL,2020-06-12,37972812,1629.0,,Surveillance
Portugal,PT,PRT,2020-06-12,10276617,440.0,73.0,Country_Website
Romania,RO,ROU,2020-06-12,19414458,,171.0,Country_Website
Slovakia,SK,SVK,2020-06-12,5450421,24.0,,JRC
Slovenia,SI,SVN,2020-06-12,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-12,66647112,4659.0,,Country_Website
Austria,AT,AUT,2020-06-11,8858775,81.0,14.0,Country_Website
Belgium,BE,BEL,2020-06-11,11455519,479.0,89.0,Country_Website
Bulgaria,BG,BGR,2020-06-11,7000039,187.0,17.0,External_Github
Croatia,HR,HRV,2020-06-11,4076246,7.0,,Country_Website
Czechia,CZ,CZE,2020-06-11,10649800,63.0,12.0,Country_Website
Denmark,DK,DNK,2020-06-11,5806081,13.0,13.0,Country_Website
Estonia,EE,EST,2020-06-11,1324820,15.0,0.0,Country_API
Finland,FI,FIN,2020-06-11,5517919,25.0,4.0,External_Github
France,FR,FRA,2020-06-11,67012883,11420.0,875.0,Country_Website
Hungary,HU,HUN,2020-06-11,9772756,321.0,19.0,JRC
Iceland,IS,ISL,2020-06-11,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-11,4904240,89.0,27.0,Country_Website
Italy,IT,ITA,2020-06-11,60359546,4367.0,236.0,Country_Github
Latvia,LV,LVA,2020-06-11,1919968,11.0,,Surveillance
Luxembourg,LU,LUX,2020-06-11,613894,15.0,0.0,Country_Website
Netherlands,NL,NLD,2020-06-11,17282163,,107.0,Other Website
Norway,NO,NOR,2020-06-11,5328212,16.0,,Country_API
Portugal,PT,PRT,2020-06-11,10276617,415.0,70.0,Country_Website
Romania,RO,ROU,2020-06-11,19414458,,153.0,Country_Website
Slovakia,SK,SVK,2020-06-11,5450421,28.0,,JRC
Slovenia,SI,SVN,2020-06-11,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-11,66647112,4728.0,,Country_Website
Austria,AT,AUT,2020-06-10,8858775,80.0,17.0,Country_Website
Belgium,BE,BEL,2020-06-10,11455519,484.0,99.0,Country_Website
Bulgaria,BG,BGR,2020-06-10,7000039,161.0,13.0,External_Github
Croatia,HR,HRV,2020-06-10,4076246,7.0,,Country_Website
Czechia,CZ,CZE,2020-06-10,10649800,64.0,11.0,Country_Website
Denmark,DK,DNK,2020-06-10,5806081,17.0,17.0,Country_Website
Estonia,EE,EST,2020-06-10,1324820,15.0,0.0,Country_API
Finland,FI,FIN,2020-06-10,5517919,28.0,4.0,External_Github
France,FR,FRA,2020-06-10,67012883,11632.0,904.0,Country_Website
Hungary,HU,HUN,2020-06-10,9772756,344.0,20.0,JRC
Iceland,IS,ISL,2020-06-10,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-10,4904240,102.0,29.0,Country_Website
Italy,IT,ITA,2020-06-10,60359546,4569.0,249.0,Country_Github
Latvia,LV,LVA,2020-06-10,1919968,11.0,,Surveillance
Luxembourg,LU,LUX,2020-06-10,613894,17.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-10,17282163,,111.0,Other Website
Norway,NO,NOR,2020-06-10,5328212,18.0,,Country_API
Poland,PL,POL,2020-06-10,37972812,1993.0,,Surveillance
Portugal,PT,PRT,2020-06-10,10276617,417.0,70.0,Country_Website
Romania,RO,ROU,2020-06-10,19414458,,150.0,Country_Website
Slovakia,SK,SVK,2020-06-10,5450421,28.0,,JRC
Slovenia,SI,SVN,2020-06-10,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-10,66647112,4969.0,,Country_Website
Austria,AT,AUT,2020-06-09,8858775,84.0,19.0,Country_Website
Belgium,BE,BEL,2020-06-09,11455519,527.0,102.0,Country_Website
Bulgaria,BG,BGR,2020-06-09,7000039,152.0,15.0,External_Github
Croatia,HR,HRV,2020-06-09,4076246,6.0,,Country_Website
Czechia,CZ,CZE,2020-06-09,10649800,62.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-09,5806081,73.0,15.0,Country_Website
Estonia,EE,EST,2020-06-09,1324820,16.0,0.0,Country_API
Finland,FI,FIN,2020-06-09,5517919,28.0,4.0,External_Github
France,FR,FRA,2020-06-09,67012883,11915.0,926.0,Country_Website
Hungary,HU,HUN,2020-06-09,9772756,365.0,20.0,JRC
Iceland,IS,ISL,2020-06-09,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-09,4904240,110.0,35.0,Country_Website
Italy,IT,ITA,2020-06-09,60359546,4844.0,263.0,Country_Github
Latvia,LV,LVA,2020-06-09,1919968,12.0,,Surveillance
Luxembourg,LU,LUX,2020-06-09,613894,17.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-09,17282163,,114.0,Other Website
Norway,NO,NOR,2020-06-09,5328212,21.0,,Country_API
Poland,PL,POL,2020-06-09,37972812,2039.0,,Surveillance
Portugal,PT,PRT,2020-06-09,10276617,394.0,65.0,Country_Website
Slovakia,SK,SVK,2020-06-09,5450421,28.0,,JRC
Slovenia,SI,SVN,2020-06-09,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-09,66647112,5227.0,,Country_Website
Austria,AT,AUT,2020-06-08,8858775,82.0,17.0,Country_Website
Belgium,BE,BEL,2020-06-08,11455519,575.0,115.0,Country_Website
Bulgaria,BG,BGR,2020-06-08,7000039,158.0,12.0,External_Github
Croatia,HR,HRV,2020-06-08,4076246,10.0,,Country_Website
Czechia,CZ,CZE,2020-06-08,10649800,59.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-08,5806081,79.0,16.0,Country_Website
Estonia,EE,EST,2020-06-08,1324820,15.0,0.0,Country_API
Finland,FI,FIN,2020-06-08,5517919,38.0,6.0,External_Github
France,FR,FRA,2020-06-08,67012883,12269.0,995.0,Country_Website
Hungary,HU,HUN,2020-06-08,9772756,385.0,21.0,JRC
Iceland,IS,ISL,2020-06-08,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-08,4904240,122.0,34.0,Country_Website
Italy,IT,ITA,2020-06-08,60359546,5012.0,283.0,Country_Github
Latvia,LV,LVA,2020-06-08,1919968,11.0,,Surveillance
Luxembourg,LU,LUX,2020-06-08,613894,20.0,2.0,Country_Website
Netherlands,NL,NLD,2020-06-08,17282163,,122.0,Other Website
Norway,NO,NOR,2020-06-08,5328212,21.0,,Country_API
Poland,PL,POL,2020-06-08,37972812,1881.0,,Surveillance
Portugal,PT,PRT,2020-06-08,10276617,366.0,55.0,Country_Website
Romania,RO,ROU,2020-06-08,19414458,,146.0,Country_Website
Slovakia,SK,SVK,2020-06-08,5450421,37.0,,JRC
Slovenia,SI,SVN,2020-06-08,2080908,5.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-08,66647112,5408.0,,Country_Website
Austria,AT,AUT,2020-06-07,8858775,69.0,17.0,Country_Website
Belgium,BE,BEL,2020-06-07,11455519,576.0,116.0,Country_Website
Bulgaria,BG,BGR,2020-06-07,7000039,155.0,12.0,External_Github
Croatia,HR,HRV,2020-06-07,4076246,10.0,,Country_Website
Czechia,CZ,CZE,2020-06-07,10649800,62.0,10.0,Country_Website
Denmark,DK,DNK,2020-06-07,5806081,75.0,15.0,Country_Website
Estonia,EE,EST,2020-06-07,1324820,15.0,0.0,Country_API
Finland,FI,FIN,2020-06-07,5517919,40.0,6.0,External_Github
France,FR,FRA,2020-06-07,67012883,12415.0,1024.0,Country_Website
Hungary,HU,HUN,2020-06-07,9772756,386.0,21.0,JRC
Iceland,IS,ISL,2020-06-07,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-07,4904240,125.0,34.0,Country_Website
Italy,IT,ITA,2020-06-07,60359546,5151.0,287.0,Country_Github
Latvia,LV,LVA,2020-06-07,1919968,11.0,,Surveillance
Luxembourg,LU,LUX,2020-06-07,613894,18.0,2.0,Country_Website
Netherlands,NL,NLD,2020-06-07,17282163,,123.0,Other Website
Norway,NO,NOR,2020-06-07,5328212,21.0,,Surveillance
Poland,PL,POL,2020-06-07,37972812,2007.0,,Surveillance
Portugal,PT,PRT,2020-06-07,10276617,398.0,58.0,Country_Website
Romania,RO,ROU,2020-06-07,19414458,,144.0,Country_Website
Slovakia,SK,SVK,2020-06-07,5450421,38.0,,JRC
Slovenia,SI,SVN,2020-06-07,2080908,5.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-07,66647112,5429.0,,Country_Website
Austria,AT,AUT,2020-06-06,8858775,72.0,17.0,Country_Website
Belgium,BE,BEL,2020-06-06,11455519,573.0,111.0,Country_Website
Bulgaria,BG,BGR,2020-06-06,7000039,147.0,12.0,External_Github
Croatia,HR,HRV,2020-06-06,4076246,10.0,,Country_Website
Czechia,CZ,CZE,2020-06-06,10649800,60.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-06,5806081,81.0,,Country_Website
Estonia,EE,EST,2020-06-06,1324820,14.0,0.0,Country_API
Finland,FI,FIN,2020-06-06,5517919,39.0,7.0,External_Github
France,FR,FRA,2020-06-06,67012883,12433.0,1030.0,Country_Website
Hungary,HU,HUN,2020-06-06,9772756,387.0,21.0,JRC
Iceland,IS,ISL,2020-06-06,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-06,4904240,122.0,36.0,Country_Website
Italy,IT,ITA,2020-06-06,60359546,5295.0,293.0,Country_Github
Latvia,LV,LVA,2020-06-06,1919968,11.0,,Surveillance
Luxembourg,LU,LUX,2020-06-06,613894,13.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-06,17282163,,124.0,Other Website
Norway,NO,NOR,2020-06-06,5328212,21.0,,Surveillance
Poland,PL,POL,2020-06-06,37972812,2128.0,,Surveillance
Portugal,PT,PRT,2020-06-06,10276617,414.0,57.0,Country_Website
Romania,RO,ROU,2020-06-06,19414458,,153.0,Country_Website
Slovakia,SK,SVK,2020-06-06,5450421,37.0,,JRC
Slovenia,SI,SVN,2020-06-06,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-06,66647112,5630.0,,Country_Website
Austria,AT,AUT,2020-06-05,8858775,75.0,20.0,Country_Website
Belgium,BE,BEL,2020-06-05,11455519,647.0,121.0,Country_Website
Bulgaria,BG,BGR,2020-06-05,7000039,149.0,8.0,External_Github
Croatia,HR,HRV,2020-06-05,4076246,12.0,,Country_Website
Czechia,CZ,CZE,2020-06-05,10649800,60.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-05,5806081,85.0,17.0,Country_Website
Estonia,EE,EST,2020-06-05,1324820,14.0,0.0,Country_API
Finland,FI,FIN,2020-06-05,5517919,51.0,8.0,External_Github
France,FR,FRA,2020-06-05,67012883,12650.0,1065.0,Country_Website
Hungary,HU,HUN,2020-06-05,9772756,397.0,21.0,JRC
